year,month,country,count
2006,04,iraq,16
2006,05,iraq,15
2006,06,iraq,22
2006,07,israel,27
2006,08,israel,17
2006,09,iraq,20
2006,10,iraq,23
2006,11,iraq,25
2006,12,iraq,31
2007,01,iraq,31
2007,02,iraq,27
2007,03,iraq,28
2007,04,iraq,23
2007,05,iraq,25
2007,06,iraq,17
2007,07,iraq,22
2007,08,iraq,18
2007,09,iraq,19
2007,10,iraq,16
2007,11,iraq,11
2007,12,china,10
2008,01,iraq:france,7
2008,02,iraq:china,8
2008,03,iraq,15
2008,04,iraq:china,11
2008,05,china,17
2008,06,china:iraq,10
2008,07,china,16
2008,08,china,26
2008,09,china:iraq,4
2008,10,iraq:china,6
2008,11,india:united kingdom,7
2008,12,india,9
2009,01,palestine,16
2009,02,iraq,9
2009,03,china,9
2009,04,china,11
2009,05,pakistan,9
2009,06,iran,23
2009,07,china,14
2009,08,afghanistan,10
2009,09,afghanistan,15
2009,10,afghanistan,11
2009,11,afghanistan,10
2009,12,china,8
2010,01,haiti,17
2010,02,haiti,12
2010,03,china,9
2010,04,greece,14
2010,05,united kingdom,9
2010,06,china,16
2010,07,china,9
2010,08,china,10
2010,09,china,19
2010,10,china,16
2010,11,china,13
2010,12,china,12
2011,01,china,11
2011,02,egypt,26
2011,03,japan,36
2011,04,japan:libya,11
2011,05,china,12
2011,06,greece,13
2011,07,united kingdom,10
2011,08,libya,7
2011,09,china:greece,10
2011,10,china,9
2011,11,egypt,13
2011,12,china,9
2012,01,iran,10
2012,02,iran,9
2012,03,china,11
2012,04,china,18
2012,05,china,19
2012,06,spain,11
2012,07,syria:china,11
2012,08,syria,13
2012,09,libya:united kingdom,7
2012,10,china,10
2012,11,palestine,9
2012,12,syria,8
2013,01,china,9
2013,02,china,6
2013,03,syria,11
2013,04,china,9
2013,05,china:syria,10
2013,06,china,17
2013,07,china,13
2013,08,syria:egypt,13
2013,09,syria,21
2013,10,syria:libya:russia:china,4
2013,11,iran,12
2013,12,china,9
2014,01,iran:syria,6
2014,02,ukraine,10
2014,03,russia,18
2014,04,china:ukraine,9
2014,05,china,11
2014,06,iraq,24
2014,07,israel,12
2014,08,iraq,11
2014,09,china,7
2014,10,liberia,7
2014,11,china,7
2014,12,cuba,13
2015,01,france,18
2015,02,china,9
2015,03,iran,13
2015,04,china,13
2015,05,china,8
2015,06,greece,16
2015,07,greece,29
2015,08,china,26
2015,09,china,12
2015,10,syria,17
2015,11,france,30
2015,12,china,13
2016,01,china:iran,10
2016,02,china,9
2016,03,china,11
2016,04,china,11
2016,05,brazil,6
2016,06,united kingdom,14
2016,07,united kingdom,13
2016,08,syria,7
2016,09,china,11
2016,10,china,8
2016,11,china,11
2016,12,russia,24
2017,01,russia,12
2017,02,china,7
2017,03,russia,13
2017,04,russia,16
2017,05,russia,14
2017,06,china:united kingdom,12
2017,07,china,17
2017,08,china,18
2017,09,north korea,14
2017,10,china,12
2017,11,russia,8
2017,12,china,6
2018,01,china,13
2018,02,russia,21
2018,03,china,12
2018,04,china,9
2018,05,iran,10
2018,06,china,17
2018,07,china,18
2018,08,china,22
2018,09,china,16
2018,10,china,15
2018,11,india,1
2018,12,china,13
