country,year,month,count
Iraq,2004,05,51
Iraq,2004,06,47
Iraq,2004,07,29
Iraq,2004,08,29
Iraq,2004,09,25
Iraq,2004,10,38
Iraq,2004,11,19
China,2004,12,19
Iraq,2005,01,38
Iraq,2005,02,17
Iraq,2005,03,20
Iraq,2005,04,19
Iraq,2005,05,16
Iraq,2005,06,15
China,2005,07,16
Iraq,2005,08,19
Iraq,2005,09,10
Iraq,2005,10,18
Iraq,2005,11,20
Iraq,2005,12,26
Iraq,2006,01,8
Iraq,2006,02,18
Iraq,2006,03,21
Iraq,2006,04,15
Iraq,2006,05,15
Iraq,2006,06,27
Israel,2006,07,30
Israel,2006,08,19
Iraq,2006,09,23
Iraq,2006,10,19
Iraq,2006,11,30
Iraq,2006,12,38
Iraq,2007,01,39
Iraq,2007,02,35
Iraq,2007,03,26
Iraq,2007,04,25
Iraq,2007,05,28
Iraq,2007,06,20
Iraq,2007,07,27
Iraq,2007,08,21
Iraq,2007,09,23
Iraq,2007,10,20
Pakistan,2007,11,10
Iraq,2007,12,8
Iraq,2008,01,8
China,2008,02,9
Iraq,2008,03,13
Iraq,2008,04,15
China,2008,05,17
China,2008,06,10
China,2008,07,15
China,2008,08,26
China,2008,09,6
China,2008,10,7
India,2008,11,7
Iraq,2008,12,8
Israel,2009,01,11
Iraq,2009,02,13
China,2009,03,9
China,2009,04,11
Pakistan,2009,05,10
Iran,2009,06,25
China,2009,07,12
Afghanistan,2009,08,13
Afghanistan,2009,09,15
Afghanistan,2009,10,16
Afghanistan,2009,11,14
Afghanistan,2009,12,11
Haiti,2010,01,18
China,2010,02,12
China,2010,03,11
Greece,2010,04,14
China,2010,05,8
China,2010,06,20
China,2010,07,11
China,2010,08,10
China,2010,09,22
China,2010,10,20
China,2010,11,13
China,2010,12,14
China,2011,01,16
Egypt,2011,02,28
Japan,2011,03,41
Libya,2011,04,12
China,2011,05,11
Greece,2011,06,15
Greece,2011,07,7
China,2011,08,8
Greece,2011,09,10
China,2011,10,11
Greece,2011,11,14
Iraq,2011,12,12
Iran,2012,01,10
Syria,2012,02,9
China,2012,03,14
China,2012,04,20
China,2012,05,21
Syria,2012,06,12
China,2012,07,12
Syria,2012,08,13
China,2012,09,13
China,2012,10,12
Israel,2012,11,8
Syria,2012,12,9
China,2013,01,9
Syria,2013,02,6
Cyprus,2013,03,15
China,2013,04,10
Syria,2013,05,12
China,2013,06,17
China,2013,07,14
Syria,2013,08,15
Syria,2013,09,27
China,2013,10,7
China,2013,11,12
China,2013,12,11
Syria,2014,01,7
Russia,2014,02,12
Russia,2014,03,20
Ukraine,2014,04,13
China,2014,05,12
Iraq,2014,06,27
Israel,2014,07,12
Iraq,2014,08,15
China,2014,09,7
Liberia,2014,10,11
China,2014,11,9
Cuba,2014,12,13
France,2015,01,10
China,2015,02,12
Iran,2015,03,14
China,2015,04,16
China,2015,05,8
Greece,2015,06,18
Greece,2015,07,29
China,2015,08,28
Syria,2015,09,14
Syria,2015,10,20
France,2015,11,13
China,2015,12,12
China,2016,01,13
China,2016,02,10
China,2016,03,13
China,2016,04,11
Brazil,2016,05,7
China,2016,06,12
Russia,2016,07,10
Syria,2016,08,7
China,2016,09,11
China,2016,10,12
China,2016,11,12
Russia,2016,12,25
Russia,2017,01,13
China,2017,02,7
Russia,2017,03,13
China,2017,04,16
Russia,2017,05,18
China,2017,06,15
China,2017,07,19
China,2017,08,18
North Korea,2017,09,14
China,2017,10,12
Russia,2017,11,10
Russia,2017,12,7
China,2018,01,14
Russia,2018,02,21
China,2018,03,13
China,2018,04,10
China,2018,05,10
China,2018,06,18
China,2018,07,18
China,2018,08,24
China,2018,09,17
China,2018,10,17
India,2018,11,1
