country,year,month,count
Iraq,2007,02,198
Iraq,2007,03,142
Iraq,2007,04,123
Iraq,2007,05,148
China,2007,06,108
Iraq,2007,07,146
Iraq,2007,08,118
Iraq,2007,09,134
Iraq,2007,10,96
Iraq,2007,11,67
China,2007,12,80
China,2008,01,54
Iraq,2008,02,65
China,2008,03,87
Iraq,2008,04,78
China,2008,05,84
China,2008,06,71
Iraq,2008,07,72
China,2008,08,144
China,2008,09,72
China,2008,10,53
Russia,2008,11,56
China,2008,12,61
China,2009,01,61
China,2009,02,66
China,2009,03,86
China,2009,04,58
China,2009,05,53
Iran,2009,06,72
China,2009,07,80
Afghanistan,2009,08,66
Afghanistan,2009,09,66
Afghanistan,2009,10,91
China,2009,11,79
Afghanistan,2009,12,72
China,2010,01,107
China,2010,02,69
China,2010,03,78
China,2010,04,79
China,2010,05,74
China,2010,06,77
China,2010,07,67
China,2010,08,75
China,2010,09,87
China,2010,10,100
China,2010,11,76
China,2010,12,67
China,2011,01,89
Egypt,2011,02,111
Japan,2011,03,136
China,2011,04,73
China,2011,05,78
China,2011,06,73
China,2011,07,80
China,2011,08,82
China,2011,09,67
China,2011,10,71
China,2011,11,63
China,2011,12,83
China,2012,01,66
Syria,2012,02,68
China,2012,03,76
China,2012,04,87
China,2012,05,86
Syria,2012,06,58
China,2012,07,82
China,2012,08,73
China,2012,09,69
China,2012,10,73
China,2012,11,76
Syria,2012,12,56
China,2013,01,59
China,2013,02,49
China,2013,03,67
China,2013,04,76
China,2013,05,76
China,2013,06,81
China,2013,07,81
Syria,2013,08,83
Syria,2013,09,123
China,2013,10,73
China,2013,11,74
China,2013,12,72
Syria,2014,01,69
Russia,2014,02,74
Russia,2014,03,112
China,2014,04,73
China,2014,05,92
Iraq,2014,06,101
China,2014,07,71
China,2014,08,71
China,2014,09,80
China,2014,10,73
China,2014,11,71
China,2014,12,64
France,2015,01,69
China,2015,02,63
China,2015,03,85
Iran,2015,04,83
China,2015,05,71
Greece,2015,06,73
Greece,2015,07,136
China,2015,08,98
China,2015,09,85
Syria,2015,10,100
China,2015,11,100
China,2015,12,105
China,2016,01,97
China,2016,02,93
China,2016,03,101
China,2016,04,89
China,2016,05,78
China,2016,06,88
France,2016,07,84
China,2016,08,75
China,2016,09,87
China,2016,10,80
China,2016,11,83
Russia,2016,12,115
China,2017,01,81
Russia,2017,02,58
China,2017,03,83
Syria,2017,04,118
France,2017,05,87
China,2017,06,83
Russia,2017,07,99
North Korea,2017,08,113
North Korea,2017,09,101
Puerto Rico,2017,10,73
China,2017,11,78
Russia,2017,12,47
China,2018,01,71
Russia,2018,02,101
Russia,2018,03,99
Syria,2018,04,65
China,2018,05,80
China,2018,06,85
China,2018,07,62
China,2018,08,71
China,2018,09,75
China,2018,10,78
Saudi Arabia,2018,11,5
